#tstp   Ax    Ay
980  -0.149018  -0.149018
981  -0.14253  -0.14253
982  -0.136172  -0.136172
983  -0.129942  -0.129942
984  -0.123839  -0.123839
985  -0.117862  -0.117862
986  -0.11201  -0.11201
987  -0.106282  -0.106282
988  -0.100676  -0.100676
989  -0.0951918  -0.0951918
990  -0.0898278  -0.0898278
991  -0.084583  -0.084583
992  -0.0794561  -0.0794561
993  -0.0744459  -0.0744459
994  -0.0695512  -0.0695512
995  -0.0647707  -0.0647707
996  -0.0601032  -0.0601032
997  -0.0555473  -0.0555473
998  -0.0511019  -0.0511019
999  -0.0467657  -0.0467657
1000  -0.0425372  -0.0425372
1001  -0.0384154  -0.0384154
1002  -0.0343987  -0.0343987
1003  -0.030486  -0.030486
1004  -0.0266758  -0.0266758
1005  -0.0229669  -0.0229669
1006  -0.0193579  -0.0193579
1007  -0.0158474  -0.0158474
1008  -0.0124342  -0.0124342
1009  -0.00911682  -0.00911682
1010  -0.00589398  -0.00589398
1011  -0.0027643  -0.0027643
1012  0.000273571  0.000273571
1013  0.00322099  0.00322099
1014  0.00607932  0.00607932
1015  0.00884992  0.00884992
1016  0.0115341  0.0115341
1017  0.0141333  0.0141333
1018  0.0166489  0.0166489
1019  0.0190821  0.0190821
1020  0.0214343  0.0214343
1021  0.023707  0.023707
1022  0.0259014  0.0259014
1023  0.0280188  0.0280188
1024  0.0300606  0.0300606
1025  0.0320282  0.0320282
1026  0.0339228  0.0339228
1027  0.0357458  0.0357458
1028  0.0374985  0.0374985
1029  0.0391822  0.0391822
1030  0.0407981  0.0407981
1031  0.0423477  0.0423477
1032  0.0438321  0.0438321
1033  0.0452527  0.0452527
1034  0.0466107  0.0466107
1035  0.0479074  0.0479074
1036  0.049144  0.049144
1037  0.0503218  0.0503218
1038  0.0514419  0.0514419
1039  0.0525057  0.0525057
1040  0.0535144  0.0535144
1041  0.0544691  0.0544691
1042  0.055371  0.055371
1043  0.0562213  0.0562213
1044  0.0570213  0.0570213
1045  0.0577719  0.0577719
1046  0.0584745  0.0584745
1047  0.0591301  0.0591301
1048  0.0597398  0.0597398
1049  0.0603048  0.0603048
1050  0.0608262  0.0608262
1051  0.061305  0.061305
1052  0.0617424  0.0617424
1053  0.0621393  0.0621393
1054  0.0624969  0.0624969
1055  0.0628162  0.0628162
1056  0.0630982  0.0630982
1057  0.0633439  0.0633439
1058  0.0635543  0.0635543
1059  0.0637304  0.0637304
1060  0.0638732  0.0638732
1061  0.0639836  0.0639836
1062  0.0640625  0.0640625
1063  0.064111  0.064111
1064  0.0641299  0.0641299
1065  0.0641202  0.0641202
1066  0.0640826  0.0640826
1067  0.0640182  0.0640182
1068  0.0639277  0.0639277
1069  0.063812  0.063812
1070  0.063672  0.063672
1071  0.0635084  0.0635084
1072  0.0633221  0.0633221
1073  0.0631139  0.0631139
1074  0.0628845  0.0628845
1075  0.0626348  0.0626348
1076  0.0623654  0.0623654
1077  0.0620771  0.0620771
1078  0.0617706  0.0617706
1079  0.0614467  0.0614467
1080  0.0611061  0.0611061
1081  0.0607494  0.0607494
1082  0.0603773  0.0603773
1083  0.0599904  0.0599904
1084  0.0595895  0.0595895
1085  0.0591751  0.0591751
1086  0.0587479  0.0587479
1087  0.0583085  0.0583085
1088  0.0578574  0.0578574
1089  0.0573953  0.0573953
1090  0.0569227  0.0569227
1091  0.0564402  0.0564402
1092  0.0559483  0.0559483
1093  0.0554476  0.0554476
1094  0.0549385  0.0549385
1095  0.0544216  0.0544216
1096  0.0538973  0.0538973
1097  0.0533663  0.0533663
1098  0.0528288  0.0528288
1099  0.0522855  0.0522855
1100  0.0517367  0.0517367
1101  0.0511828  0.0511828
1102  0.0506243  0.0506243
1103  0.0500617  0.0500617
1104  0.0494953  0.0494953
1105  0.0489254  0.0489254
1106  0.0483526  0.0483526
1107  0.0477771  0.0477771
1108  0.0471993  0.0471993
1109  0.0466196  0.0466196
1110  0.0460383  0.0460383
1111  0.0454558  0.0454558
1112  0.0448723  0.0448723
1113  0.0442881  0.0442881
1114  0.0437037  0.0437037
1115  0.0431192  0.0431192
1116  0.0425349  0.0425349
1117  0.0419511  0.0419511
1118  0.0413681  0.0413681
1119  0.0407862  0.0407862
1120  0.0402055  0.0402055
1121  0.0396263  0.0396263
1122  0.0390488  0.0390488
1123  0.0384734  0.0384734
1124  0.0379  0.0379
1125  0.0373291  0.0373291
1126  0.0367607  0.0367607
1127  0.0361951  0.0361951
1128  0.0356324  0.0356324
1129  0.0350729  0.0350729
1130  0.0345166  0.0345166
1131  0.0339637  0.0339637
1132  0.0334145  0.0334145
1133  0.032869  0.032869
1134  0.0323273  0.0323273
1135  0.0317897  0.0317897
1136  0.0312562  0.0312562
1137  0.0307269  0.0307269
1138  0.030202  0.030202
1139  0.0296815  0.0296815
1140  0.0291657  0.0291657
1141  0.0286545  0.0286545
1142  0.028148  0.028148
1143  0.0276464  0.0276464
1144  0.0271497  0.0271497
1145  0.026658  0.026658
1146  0.0261714  0.0261714
1147  0.0256899  0.0256899
1148  0.0252136  0.0252136
1149  0.0247425  0.0247425
1150  0.0242767  0.0242767
1151  0.0238162  0.0238162
1152  0.0233611  0.0233611
1153  0.0229115  0.0229115
1154  0.0224672  0.0224672
1155  0.0220285  0.0220285
1156  0.0215952  0.0215952
1157  0.0211675  0.0211675
1158  0.0207453  0.0207453
1159  0.0203286  0.0203286
1160  0.0199175  0.0199175
1161  0.019512  0.019512
1162  0.0191121  0.0191121
1163  0.0187177  0.0187177
1164  0.0183289  0.0183289
1165  0.0179457  0.0179457
1166  0.017568  0.017568
1167  0.0171959  0.0171959
1168  0.0168294  0.0168294
1169  0.0164683  0.0164683
1170  0.0161128  0.0161128
1171  0.0157627  0.0157627
1172  0.0154181  0.0154181
1173  0.015079  0.015079
1174  0.0147453  0.0147453
1175  0.014417  0.014417
1176  0.014094  0.014094
1177  0.0137763  0.0137763
1178  0.013464  0.013464
1179  0.0131569  0.0131569
1180  0.012855  0.012855
1181  0.0125583  0.0125583
1182  0.0122668  0.0122668
1183  0.0119803  0.0119803
1184  0.011699  0.011699
1185  0.0114226  0.0114226
1186  0.0111512  0.0111512
1187  0.0108848  0.0108848
1188  0.0106232  0.0106232
1189  0.0103664  0.0103664
1190  0.0101145  0.0101145
1191  0.00986728  0.00986728
1192  0.00962476  0.00962476
1193  0.00938688  0.00938688
1194  0.00915358  0.00915358
1195  0.00892482  0.00892482
1196  0.00870054  0.00870054
1197  0.00848068  0.00848068
1198  0.00826521  0.00826521
1199  0.00805406  0.00805406
1200  0.00784718  0.00784718
1201  0.00764451  0.00764451
1202  0.007446  0.007446
1203  0.00725159  0.00725159
1204  0.00706123  0.00706123
1205  0.00687487  0.00687487
1206  0.00669245  0.00669245
1207  0.00651391  0.00651391
1208  0.00633919  0.00633919
1209  0.00616825  0.00616825
1210  0.00600103  0.00600103
1211  0.00583746  0.00583746
1212  0.0056775  0.0056775
1213  0.00552109  0.00552109
1214  0.00536817  0.00536817
1215  0.0052187  0.0052187
1216  0.0050726  0.0050726
1217  0.00492984  0.00492984
1218  0.00479035  0.00479035
1219  0.00465408  0.00465408
1220  0.00452098  0.00452098
1221  0.004391  0.004391
1222  0.00426407  0.00426407
1223  0.00414015  0.00414015
1224  0.00401919  0.00401919
1225  0.00390112  0.00390112
1226  0.00378591  0.00378591
1227  0.0036735  0.0036735
1228  0.00356383  0.00356383
1229  0.00345686  0.00345686
1230  0.00335254  0.00335254
1231  0.00325081  0.00325081
1232  0.00315163  0.00315163
1233  0.00305496  0.00305496
1234  0.00296073  0.00296073
1235  0.0028689  0.0028689
1236  0.00277944  0.00277944
1237  0.00269228  0.00269228
1238  0.00260738  0.00260738
1239  0.0025247  0.0025247
1240  0.00244419  0.00244419
1241  0.00236582  0.00236582
1242  0.00228952  0.00228952
1243  0.00221526  0.00221526
1244  0.002143  0.002143
1245  0.0020727  0.0020727
1246  0.00200431  0.00200431
1247  0.00193779  0.00193779
1248  0.0018731  0.0018731
1249  0.0018102  0.0018102
1250  0.00174906  0.00174906
1251  0.00168962  0.00168962
1252  0.00163187  0.00163187
1253  0.00157574  0.00157574
1254  0.00152122  0.00152122
1255  0.00146826  0.00146826
1256  0.00141683  0.00141683
1257  0.00136688  0.00136688
1258  0.0013184  0.0013184
1259  0.00127133  0.00127133
1260  0.00122566  0.00122566
1261  0.00118134  0.00118134
1262  0.00113834  0.00113834
1263  0.00109663  0.00109663
1264  0.00105619  0.00105619
1265  0.00101697  0.00101697
1266  0.000978946  0.000978946
1267  0.000942093  0.000942093
1268  0.000906379  0.000906379
1269  0.000871775  0.000871775
1270  0.000838254  0.000838254
1271  0.000805786  0.000805786
1272  0.000774347  0.000774347
1273  0.000743907  0.000743907
1274  0.000714443  0.000714443
1275  0.000685928  0.000685928
1276  0.000658337  0.000658337
1277  0.000631645  0.000631645
1278  0.000605829  0.000605829
1279  0.000580865  0.000580865
1280  0.00055673  0.00055673
1281  0.000533402  0.000533402
1282  0.000510858  0.000510858
1283  0.000489076  0.000489076
1284  0.000468036  0.000468036
1285  0.000447717  0.000447717
1286  0.000428098  0.000428098
1287  0.000409161  0.000409161
1288  0.000390884  0.000390884
1289  0.00037325  0.00037325
1290  0.00035624  0.00035624
1291  0.000339836  0.000339836
1292  0.00032402  0.00032402
1293  0.000308776  0.000308776
1294  0.000294085  0.000294085
1295  0.000279932  0.000279932
1296  0.0002663  0.0002663
1297  0.000253174  0.000253174
1298  0.000240539  0.000240539
1299  0.00022838  0.00022838
1300  0.000216681  0.000216681
1301  0.000205429  0.000205429
1302  0.000194611  0.000194611
1303  0.000184211  0.000184211
1304  0.000174218  0.000174218
1305  0.000164619  0.000164619
1306  0.0001554  0.0001554
1307  0.00014655  0.00014655
1308  0.000138056  0.000138056
1309  0.000129908  0.000129908
1310  0.000122094  0.000122094
1311  0.000114603  0.000114603
1312  0.000107424  0.000107424
1313  0.000100547  0.000100547
1314  9.3962e-05  9.3962e-05
1315  8.76588e-05  8.76588e-05
1316  8.16279e-05  8.16279e-05
1317  7.58601e-05  7.58601e-05
1318  7.03463e-05  7.03463e-05
1319  6.50777e-05  6.50777e-05
1320  6.00458e-05  6.00458e-05
1321  5.52422e-05  5.52422e-05
1322  5.06589e-05  5.06589e-05
1323  4.6288e-05  4.6288e-05
1324  4.2122e-05  4.2122e-05
1325  3.81534e-05  3.81534e-05
1326  3.4375e-05  3.4375e-05
1327  3.078e-05  3.078e-05
1328  2.73614e-05  2.73614e-05
1329  2.41128e-05  2.41128e-05
1330  2.10279e-05  2.10279e-05
1331  1.81003e-05  1.81003e-05
1332  1.53242e-05  1.53242e-05
1333  1.26938e-05  1.26938e-05
1334  1.02034e-05  1.02034e-05
1335  7.84755e-06  7.84755e-06
1336  5.62105e-06  5.62105e-06
1337  3.51875e-06  3.51875e-06
1338  1.53572e-06  1.53572e-06
1339  -3.32852e-07  -3.32852e-07
1340  -2.09158e-06  -2.09158e-06
1341  -3.74497e-06  -3.74497e-06
1342  -5.29735e-06  -5.29735e-06
1343  -6.75291e-06  -6.75291e-06
1344  -8.11572e-06  -8.11572e-06
1345  -9.3897e-06  -9.3897e-06
1346  -1.05787e-05  -1.05787e-05
1347  -1.16862e-05  -1.16862e-05
1348  -1.2716e-05  -1.2716e-05
1349  -1.36713e-05  -1.36713e-05
1350  -1.45555e-05  -1.45555e-05
1351  -1.53719e-05  -1.53719e-05
1352  -1.61233e-05  -1.61233e-05
1353  -1.68129e-05  -1.68129e-05
1354  -1.74435e-05  -1.74435e-05
1355  -1.80178e-05  -1.80178e-05
1356  -1.85386e-05  -1.85386e-05
1357  -1.90083e-05  -1.90083e-05
1358  -1.94295e-05  -1.94295e-05
1359  -1.98045e-05  -1.98045e-05
1360  -2.01356e-05  -2.01356e-05
1361  -2.04251e-05  -2.04251e-05
1362  -2.0675e-05  -2.0675e-05
1363  -2.08874e-05  -2.08874e-05
1364  -2.10643e-05  -2.10643e-05
1365  -2.12076e-05  -2.12076e-05
1366  -2.1319e-05  -2.1319e-05
1367  -2.14004e-05  -2.14004e-05
1368  -2.14533e-05  -2.14533e-05
1369  -2.14795e-05  -2.14795e-05
1370  -2.14805e-05  -2.14805e-05
